ivm1;0;1.4910907;1.025197025
ivm10;1.9684136;0;2.0418513441
ivm1003;0;1.4910907;1.025197025
ivm1004;0;1.4910907;1.025197025
ivm1005;1.3122757;1.4910907;1.4609060189
ivm1007;1.3122757;1.4910907;1.3156696876
ivm1008;1.3122757;1.4910907;1.1496853089
ivm1010;4.592965;5.964363;2.2102911427
ivm1011;1.3122757;0;1.0648069335
ivm1012;0;1.4910907;1.025197025
ivm1013;1.3122757;1.4910907;1.2430515219
ivm1014;1.3122757;2.9821815;1.0643301523
ivm1015;1.3122757;0;1.1450017655
ivm1016;2.6245514;0;1.2884837328
ivm1017;0;1.4910907;1.025197025
ivm1018;1.3122757;2.9821815;1.2657387584
ivm1019;3.936827;5.964363;1.4007253312
ivm102;0;1.4910907;1.025197025
ivm1020;1.9684136;0;1.5247815214
ivm1025;2.6245514;0;2.1713573759
ivm1027;1.9684136;0;1.4333111922
ivm1028;1.3122757;1.4910907;1.8966150128
ivm1029;1.3122757;2.9821815;1.0450224223
ivm1030;1.3122757;2.9821815;1.5349765995
ivm1031;1.9684136;1.4910907;2.1144695097
ivm1033;1.3122757;0;2.8471876366
ivm1034;1.3122757;1.4910907;1.4609060189
ivm1035;0;1.4910907;1.025197025
ivm1036;0;1.4910907;1.025197025
ivm1039;0;1.4910907;1.025197025
ivm104;0;1.4910907;1.025197025
ivm1040;0;1.4910907;1.025197025
ivm1041;0;1.4910907;1.025197025
ivm1042;0;1.4910907;1.025197025
ivm1044;1.3122757;1.4910907;1.8966150128
ivm1047;0;1.4910907;1.025197025
ivm1048;0;1.4910907;1.025197025
ivm105;0;1.4910907;1.025197025
ivm1050;0;1.4910907;1.025197025
ivm1051;3.2806893;4.4732722;2.0252097708
ivm1052;1.3122757;1.4910907;1.2430515219
ivm1053;0;1.4910907;1.025197025
ivm1054;0;1.4910907;1.025197025
ivm1055;0;1.4910907;1.025197025
ivm1056;0;1.4910907;1.025197025
ivm1057;0;1.4910907;1.025197025
ivm1058;0;1.4910907;1.025197025
ivm1059;0;1.4910907;1.025197025
ivm106;0;1.4910907;1.025197025
ivm1062;0;1.4910907;1.025197025
ivm1064;1.3122757;2.9821815;1.2784892419
ivm1065;1.3122757;1.4910907;1.8966150128
ivm1066;1.9684136;1.4910907;1.7513786815
ivm1067;0;1.4910907;1.025197025
ivm1070;1.9684136;0;2.266967916
ivm1071;1.3122757;2.9821815;1.1572713299
ivm1073;1.3122757;0;1.4609060189
ivm1074;5.249103;7.455453;2.3327512594
ivm1075;1.3122757;1.4910907;1.8966150128
ivm1076;1.3122757;1.4910907;1.1704333563
ivm1078;0;1.4910907;1.025197025
ivm1079;1.3122757;2.9821815;1.0549301299
ivm108;0;1.4910907;1.025197025
ivm1082;1.3122757;1.4910907;1.2430515219
ivm1083;0;1.4910907;1.025197025
ivm1086;0;1.4910907;1.025197025
ivm1088;1.9684136;2.9821815;1.4354744281
ivm1089;1.9684136;1.4910907;1.3156696876
ivm1092;0;1.4910907;1.025197025
ivm1095;2.6245514;2.9821815;1.5823945903
ivm1096;1.9684136;2.9821815;1.2919219277
ivm1097;0;1.4910907;1.025197025
ivm1099;0;1.4910907;1.025197025
ivm11;1.3122757;0;1.1994806225
ivm1100;1.3122757;2.9821815;1.2527340014
ivm1101;1.3122757;2.9821815;1.1176383301
ivm1102;1.9684136;2.9821815;1.5760797893
ivm1103;3.936827;5.964363;2.182007598
ivm1105;1.3122757;0;1.8312589221
ivm111;0;1.4910907;1.025197025
ivm1118;1.3122757;0;1.4609060189
ivm112;3.936827;1.4910907;4.031589083
ivm1120;1.9684136;0;1.1779427377
ivm1124;1.3122757;0;1.7273006882
ivm1126;1.3122757;0;2.4981051297
ivm1127;1.9684136;0;1.6787605158
ivm1128;1.3122757;0;1.0475410759
ivm1129;1.9684136;0;1.4110415509
ivm113;3.2806893;5.964363;1.8063413207
ivm1132;1.3122757;0;1.4095438789
ivm1135;2.6245514;4.4732722;1.6551596766
ivm1137;1.3122757;1.4910907;1.8966150128
ivm1138;0;1.4910907;1.025197025
ivm1139;1.3122757;1.4910907;1.1994806225
ivm114;4.592965;4.4732722;4.6455205727
ivm1140;0;1.4910907;1.025197025
ivm1141;0;1.4910907;1.025197025
ivm1142;1.3122757;0;1.3156696876
ivm1143;1.3122757;2.9821815;1.2379884739
ivm1144;1.3122757;1.4910907;1.4609060189
ivm1145;0;1.4910907;1.025197025
ivm1148;0;1.4910907;1.025197025
ivm1149;0;1.4910907;1.025197025
ivm115;0;1.4910907;1.025197025
ivm1150;1.3122757;1.4910907;1.8966150128
ivm1151;0;1.4910907;1.025197025
ivm1157;1.3122757;1.4910907;1.2430515219
ivm1159;0;1.4910907;1.025197025
ivm116;0;1.4910907;1.025197025
ivm1161;0;1.4910907;1.025197025
ivm1163;0;1.4910907;1.025197025
ivm1164;0;1.4910907;1.025197025
ivm1166;0;1.4910907;1.025197025
ivm1167;3.2806893;4.4732722;1.3825664324
ivm117;0;1.4910907;1.025197025
ivm1170;1.9684136;2.9821815;1.5952496684
ivm1171;3.2806893;4.4732722;1.4121227337
ivm1173;0;1.4910907;1.025197025
ivm1174;0;1.4910907;1.025197025
