0;ivm525;
0;ivm526;
0;ivm527;
1;ivm528;
0;ivm529;
0;ivm530;
3;ivm531;
6;ivm532;
4;ivm533;
1;ivm534;
5;ivm535;
0;ivm536;
0;ivm537;
0;ivm538;
2;ivm539;
4;ivm540;
0;ivm541;
0;ivm542;
0;ivm543;
0;ivm544;
0;ivm545;
7;ivm546;
0;ivm547;
3;ivm548;
2;ivm549;
0;ivm550;
0;ivm551;
0;ivm552;
1;ivm553;
1;ivm554;
0;ivm555;
4;ivm556;
2;ivm557;
10;ivm558;
2;ivm559;
2;ivm560;
0;ivm561;
1;ivm562;
0;ivm563;
2;ivm564;
2;ivm565;
1;ivm566;
0;ivm567;
1;ivm568;
2;ivm569;
0;ivm570;
0;ivm571;
0;ivm572;
0;ivm573;
0;ivm574;
2;ivm575;
0;ivm576;
1;ivm577;
0;ivm578;
0;ivm579;
0;ivm580;
1;ivm581;
0;ivm582;
0;ivm583;
0;ivm584;
1;ivm585;
0;ivm586;
0;ivm587;
0;ivm588;
2;ivm589;
2;ivm590;
2;ivm591;
1;ivm592;
0;ivm593;
0;ivm594;
0;ivm595;
1;ivm596;
1;ivm597;
0;ivm598;
0;ivm599;
2;ivm600;
0;ivm601;
0;ivm602;
0;ivm603;
0;ivm604;
0;ivm605;
0;ivm606;
0;ivm607;
2;ivm608;
0;ivm609;
3;ivm610;
0;ivm611;
0;ivm612;
0;ivm613;
2;ivm614;
2;ivm615;
2;ivm616;
0;ivm617;
0;ivm618;
1;ivm619;
0;ivm620;
0;ivm621;
2;ivm622;
1;ivm623;
0;ivm624;
0;ivm625;
0;ivm626;
5;ivm627;
0;ivm628;
0;ivm629;
2;ivm630;
2;ivm631;
0;ivm632;
0;ivm633;
0;ivm634;
1;ivm635;
0;ivm636;
1;ivm637;
0;ivm638;
0;ivm639;
0;ivm640;
0;ivm641;
0;ivm642;
1;ivm643;
0;ivm644;
0;ivm645;
0;ivm646;
1;ivm647;
1;ivm648;
0;ivm649;
4;ivm650;
1;ivm651;
0;ivm652;
0;ivm653;
0;ivm654;
4;ivm655;
0;ivm656;
0;ivm657;
0;ivm658;
5;ivm659;
0;ivm660;
1;ivm661;
0;ivm662;
0;ivm663;
2;ivm664;
0;ivm665;
0;ivm666;
0;ivm667;
0;ivm668;
0;ivm669;
0;ivm670;
0;ivm671;
1;ivm672;
0;ivm673;
1;ivm674;
18;ivm675;
1;ivm676;
0;ivm677;
0;ivm678;
0;ivm679;
0;ivm680;
2;ivm681;
1;ivm682;
0;ivm683;
0;ivm684;
2;ivm685;
0;ivm686;
0;ivm687;
0;ivm688;
12;ivm689;
3;ivm690;
2;ivm691;
1;ivm692;
2;ivm693;
1;ivm694;
1;ivm695;
5;ivm696;
2;ivm697;
2;ivm698;
4;ivm699;
0;ivm700;
0;ivm701;
1;ivm702;
0;ivm703;
0;ivm704;
0;ivm705;
0;ivm706;
4;ivm707;
0;ivm708;
2;ivm709;
0;ivm710;
0;ivm711;
8;ivm712;
1;ivm713;
1;ivm714;
1;ivm715;
5;ivm716;
0;ivm717;
3;ivm718;
0;ivm719;
1;ivm720;
0;ivm721;
0;ivm722;
0;ivm723;
0;ivm724;
0;ivm725;
0;ivm726;
0;ivm727;
3;ivm728;
0;ivm729;
2;ivm730;
2;ivm731;
1;ivm732;
0;ivm733;
5;ivm734;
1;ivm735;
1;ivm736;
0;ivm737;
12;ivm738;
2;ivm739;
0;ivm740;
1;ivm741;
0;ivm742;
5;ivm743;
0;ivm744;
0;ivm745;
0;ivm746;
1;ivm747;
0;ivm748;
0;ivm749;
0;ivm750;
0;ivm751;
0;ivm752;
0;ivm753;
1;ivm754;
0;ivm755;
0;ivm756;
4;ivm757;
0;ivm758;
2;ivm759;
0;ivm760;
0;ivm761;
0;ivm762;
0;ivm763;
5;ivm764;
0;ivm765;
4;ivm766;
3;ivm767;
1;ivm768;
7;ivm769;
0;ivm770;
5;ivm771;
1;ivm772;
3;ivm773;
0;ivm774;
0;ivm775;
0;ivm776;
0;ivm777;
3;ivm778;
2;ivm779;
2;ivm780;
0;ivm781;
0;ivm782;
0;ivm783;
0;ivm784;
0;ivm785;
0;ivm786;
0;ivm787;
0;ivm788;
0;ivm789;
0;ivm790;
0;ivm791;
3;ivm792;
2;ivm793;
0;ivm794;
2;ivm795;
0;ivm796;
1;ivm797;
0;ivm798;
0;ivm799;
0;ivm800;
1;ivm801;
0;ivm802;
0;ivm803;
0;ivm804;
0;ivm805;
3;ivm806;
0;ivm807;
0;ivm808;
0;ivm809;
0;ivm810;
2;ivm811;
1;ivm812;
0;ivm813;
1;ivm814;
0;ivm815;
1;ivm816;
0;ivm817;
0;ivm818;
2;ivm819;
0;ivm820;
0;ivm821;
0;ivm822;
2;ivm823;
1;ivm824;
0;ivm825;
0;ivm826;
0;ivm827;
0;ivm828;
1;ivm829;
6;ivm830;
0;ivm831;
2;ivm832;
6;ivm833;
0;ivm834;
1;ivm835;
4;ivm836;
5;ivm837;
1;ivm838;
3;ivm839;
0;ivm840;
0;ivm841;
0;ivm842;
0;ivm843;
0;ivm844;
3;ivm845;
0;ivm846;
1;ivm847;
0;ivm848;
3;ivm849;
1;ivm850;
0;ivm851;
0;ivm852;
0;ivm853;
0;ivm854;
0;ivm855;
0;ivm856;
0;ivm857;
0;ivm858;
0;ivm859;
3;ivm860;
2;ivm861;
0;ivm862;
0;ivm863;
0;ivm864;
5;ivm865;
0;ivm866;
0;ivm867;
0;ivm868;
2;ivm869;
4;ivm870;
2;ivm871;
0;ivm872;
0;ivm873;
0;ivm874;
1;ivm875;
0;ivm876;
0;ivm877;
1;ivm878;
0;ivm879;
0;ivm880;
3;ivm881;
0;ivm882;
1;ivm883;
0;ivm884;
1;ivm885;
4;ivm886;
1;ivm887;
1;ivm888;
0;ivm889;
9;ivm890;
2;ivm891;
0;ivm892;
1;ivm893;
2;ivm894;
1;ivm895;
4;ivm896;
0;ivm897;
4;ivm898;
0;ivm899;
0;ivm900;
1;ivm901;
0;ivm902;
6;ivm903;
0;ivm904;
0;ivm905;
1;ivm906;
0;ivm907;
1;ivm908;
0;ivm909;
0;ivm910;
0;ivm911;
6;ivm912;
0;ivm913;
0;ivm914;
0;ivm915;
0;ivm916;
4;ivm917;
0;ivm918;
2;ivm919;
0;ivm920;
1;ivm921;
5;ivm922;
0;ivm923;
0;ivm924;
0;ivm925;
2;ivm926;
0;ivm927;
2;ivm928;
0;ivm929;
0;ivm930;
0;ivm931;
0;ivm932;
0;ivm933;
0;ivm934;
1;ivm935;
2;ivm936;
0;ivm937;
3;ivm938;
0;ivm939;
0;ivm940;
0;ivm941;
0;ivm942;
0;ivm943;
0;ivm944;
0;ivm945;
0;ivm946;
0;ivm947;
1;ivm948;
2;ivm949;
0;ivm950;
0;ivm951;
0;ivm952;
9;ivm953;
0;ivm954;
2;ivm955;
0;ivm956;
0;ivm957;
12;ivm958;
4;ivm959;
0;ivm960;
2;ivm961;
0;ivm962;
1;ivm963;
4;ivm964;
3;ivm965;
3;ivm966;
2;ivm967;
0;ivm968;
4;ivm969;
0;ivm970;
0;ivm971;
0;ivm972;
0;ivm973;
1;ivm974;
0;ivm975;
0;ivm976;
3;ivm977;
0;ivm978;
5;ivm979;
1;ivm980;
2;ivm981;
0;ivm982;
14;ivm983;
0;ivm984;
2;ivm985;
2;ivm986;
0;ivm987;
0;ivm988;
0;ivm989;
3;ivm990;
0;ivm991;
0;ivm992;
0;ivm993;
0;ivm994;
8;ivm995;
0;ivm996;
0;ivm997;
0;ivm998;
4;ivm999;
0;ivm1000;
0;ivm1001;
0;ivm1002;
0;ivm1003;
0;ivm1004;
2;ivm1005;
0;ivm1006;
1;ivm1007;
0;ivm1008;
4;ivm1009;
6;ivm1010;
1;ivm1011;
0;ivm1012;
1;ivm1013;
1;ivm1014;
1;ivm1015;
3;ivm1016;
0;ivm1017;
1;ivm1018;
5;ivm1019;
3;ivm1020;
1;ivm1021;
0;ivm1022;
0;ivm1023;
0;ivm1024;
4;ivm1025;
0;ivm1026;
2;ivm1027;
2;ivm1028;
1;ivm1029;
1;ivm1030;
1;ivm1031;
0;ivm1032;
2;ivm1033;
1;ivm1034;
0;ivm1035;
0;ivm1036;
0;ivm1037;
0;ivm1038;
0;ivm1039;
0;ivm1040;
0;ivm1041;
0;ivm1042;
0;ivm1043;
2;ivm1044;
0;ivm1045;
0;ivm1046;
0;ivm1047;
0;ivm1048;
0;ivm1049;
0;ivm1050;
4;ivm1051;
2;ivm1052;
0;ivm1053;
0;ivm1054;
0;ivm1055;
0;ivm1056;
0;ivm1057;
0;ivm1058;
0;ivm1059;
0;ivm1060;
0;ivm1061;
0;ivm1062;
0;ivm1063;
1;ivm1064;
2;ivm1065;
3;ivm1066;
0;ivm1067;
0;ivm1068;
0;ivm1069;
4;ivm1070;
1;ivm1071;
0;ivm1072;
1;ivm1073;
7;ivm1074;
2;ivm1075;
0;ivm1076;
0;ivm1077;
0;ivm1078;
1;ivm1079;
0;ivm1080;
0;ivm1081;
1;ivm1082;
0;ivm1083;
0;ivm1084;
0;ivm1085;
0;ivm1086;
0;ivm1087;
2;ivm1088;
2;ivm1089;
0;ivm1090;
0;ivm1091;
0;ivm1092;
1;ivm1093;
0;ivm1094;
3;ivm1095;
2;ivm1096;
0;ivm1097;
0;ivm1098;
0;ivm1099;
1;ivm1100;
1;ivm1101;
2;ivm1102;
5;ivm1103;
0;ivm1104;
1;ivm1105;
0;ivm1106;
2;ivm1107;
0;ivm1108;
0;ivm1109;
0;ivm1110;
0;ivm1111;
0;ivm1112;
0;ivm1113;
0;ivm1114;
0;ivm1115;
0;ivm1116;
0;ivm1117;
1;ivm1118;
0;ivm1119;
2;ivm1120;
0;ivm1121;
0;ivm1122;
0;ivm1123;
1;ivm1124;
0;ivm1125;
1;ivm1126;
2;ivm1127;
1;ivm1128;
2;ivm1129;
0;ivm1130;
3;ivm1131;
2;ivm1132;
2;ivm1133;
0;ivm1134;
3;ivm1135;
0;ivm1136;
1;ivm1137;
0;ivm1138;
1;ivm1139;
0;ivm1140;
0;ivm1141;
1;ivm1142;
1;ivm1143;
1;ivm1144;
0;ivm1145;
0;ivm1146;
0;ivm1147;
0;ivm1148;
0;ivm1149;
1;ivm1150;
0;ivm1151;
0;ivm1152;
0;ivm1153;
1;ivm1154;
0;ivm1155;
0;ivm1156;
1;ivm1157;
0;ivm1158;
0;ivm1159;
0;ivm1160;
0;ivm1161;
0;ivm1162;
0;ivm1163;
0;ivm1164;
0;ivm1165;
0;ivm1166;
4;ivm1167;
0;ivm1168;
0;ivm1169;
2;ivm1170;
4;ivm1171;
0;ivm1172;
0;ivm1173;
0;ivm1174;
0;ivm1175;
2;ivm1176;
0;ivm1177;
0;ivm1178;
0;ivm1179;
0;ivm1180;
0;ivm1181;
0;ivm1182;
0;ivm1183;
0;ivm1184;
0;ivm1185;
5;ivm1186;
1;ivm1187;
2;ivm1188;
0;ivm1189;
0;ivm1190;
0;ivm1191;
0;ivm1192;
0;ivm1193;
0;ivm1194;
4;ivm1195;
0;ivm1196;
1;ivm1197;
0;ivm1198;
0;ivm1199;
0;ivm1200;
0;ivm1201;
0;ivm1202;
0;ivm1203;
1;ivm1204;
0;ivm1205;
2;ivm1206;
2;ivm1207;
0;ivm1208;
0;ivm1209;
0;ivm1210;
0;ivm1211;
0;ivm1212;
0;ivm1213;
0;ivm1214;
2;ivm1215;
5;ivm1216;
0;ivm1217;
1;ivm1218;
0;ivm1219;
0;ivm1220;
2;ivm1221;
2;ivm1222;
1;ivm1223;
1;ivm1224;
3;ivm1225;
0;ivm1226;
0;ivm1227;
1;ivm1228;
0;ivm1229;
1;ivm1230;
0;ivm1231;
0;ivm1232;
0;ivm1233;
0;ivm1234;
1;ivm1235;
0;ivm1236;
3;ivm1237;
0;ivm1238;
0;ivm1239;
1;ivm1240;
3;ivm1241;
0;ivm1242;
0;ivm1243;
0;ivm1244;
0;ivm1245;
1;ivm1246;
0;ivm1247;
0;ivm1248;
0;ivm1249;
3;ivm1250;
0;ivm1251;
7;ivm1252;
0;ivm1253;
1;ivm1254;
0;ivm1255;
0;ivm1256;
0;ivm1257;
0;ivm1258;
0;ivm1259;
0;ivm1260;
0;ivm1261;
0;ivm1262;
0;ivm1263;
0;ivm1264;
5;ivm1265;
2;ivm1266;
0;ivm1267;
0;ivm1268;
0;ivm1269;
0;ivm1270;
0;ivm1271;
0;ivm1272;
0;ivm1273;
0;ivm1274;
0;ivm1275;
1;ivm1276;
0;ivm1277;
0;ivm1278;
1;ivm1279;
1;ivm1280;
0;ivm1281;
1;ivm1282;
0;ivm1283;
0;ivm1284;
0;ivm1285;
2;ivm1286;
0;ivm1287;
0;ivm1288;
0;ivm1289;
0;ivm1290;
0;ivm1291;
0;ivm1292;
0;ivm1293;
2;ivm1294;
7;ivm1295;
1;ivm1296;
0;ivm1297;
0;ivm1298;
0;ivm1299;
0;ivm1300;
0;ivm1301;
2;ivm1302;
1;ivm1303;
1;ivm1304;
0;ivm1305;
5;ivm1306;
0;ivm1307;
0;ivm1308;
2;ivm1309;
2;ivm1310;
0;ivm1311;
1;ivm1312;
0;ivm1313;
0;ivm1314;
0;ivm1315;
0;ivm1316;
0;ivm1317;
0;ivm1318;
0;ivm1319;
0;ivm1320;
0;ivm1321;
0;ivm1322;
0;ivm1323;
0;ivm1324;
0;ivm1325;
0;ivm1326;
0;ivm1327;
0;ivm1328;
0;ivm1329;
2;ivm1330;
0;ivm1331;
0;ivm1332;
0;ivm1333;
0;ivm1334;
0;ivm1335;
0;ivm1336;
0;ivm1337;
0;ivm1338;
1;ivm1339;
2;ivm1340;
0;ivm1341;
2;ivm1342;
0;ivm1343;
0;ivm1344;
2;ivm1345;
0;ivm1346;
0;ivm1347;
1;ivm1348;
2;ivm1349;
0;ivm1350;
0;ivm1351;
1;ivm1352;
2;ivm1353;
2;ivm1354;
0;ivm1355;
0;ivm1356;
0;ivm1357;
0;ivm1358;
0;ivm1359;
0;ivm1360;
1;ivm1361;
0;ivm1362;
0;ivm1363;
2;ivm1364;
2;ivm1365;
0;ivm1366;
1;ivm1367;
0;ivm1368;
0;ivm1369;
4;ivm1370;
0;ivm1371;
2;ivm1372;
0;ivm1373;
0;ivm1374;
0;ivm1375;
0;ivm1376;
0;ivm1377;
0;ivm1378;
0;ivm1379;
0;ivm1380;
0;ivm1381;
1;ivm1382;
1;ivm1383;
0;ivm1384;
0;ivm1385;
1;ivm1386;
2;ivm1387;
0;ivm1388;
2;ivm1389;
0;ivm1390;
0;ivm1391;
2;ivm1392;
2;ivm1393;
0;ivm1394;
0;ivm1395;
0;ivm1396;
0;ivm1397;
0;ivm1398;
0;ivm1399;
0;ivm1400;
0;ivm1401;
0;ivm1402;
0;ivm1403;
2;ivm1404;
0;ivm1405;
0;ivm1406;
1;ivm1407;
0;ivm1408;
0;ivm1409;
0;ivm1410;
0;ivm1411;
0;ivm1412;
0;ivm1413;
2;ivm1414;
0;ivm1415;
0;ivm1416;
0;ivm1417;
0;ivm1418;
0;ivm1419;
0;ivm1420;
0;ivm1421;
0;ivm1422;
0;ivm1423;
1;ivm1424;
0;ivm1425;
0;ivm1426;
0;ivm1427;
0;ivm1428;
0;ivm1429;
2;ivm1430;
0;ivm1431;
0;ivm1432;
0;ivm1433;
0;ivm1434;
0;ivm1435;
0;ivm1436;
0;ivm1437;
0;ivm1438;
2;ivm1439;
0;ivm1440;
3;ivm1441;
0;ivm1442;
0;ivm1443;
0;ivm1444;
0;ivm1445;
0;ivm1446;
0;ivm1447;
0;ivm1448;
1;ivm1449;
0;ivm1450;
4;ivm1451;
0;ivm1452;
0;ivm1453;
0;ivm1454;
2;ivm1455;
0;ivm1456;
2;ivm1457;
0;ivm1458;
0;ivm1459;
0;ivm1460;
0;ivm1461;
0;ivm1462;
0;ivm1463;
0;ivm1464;
0;ivm1465;
0;ivm1466;
0;ivm1467;
1;ivm1468;
0;ivm1469;
0;ivm1470;
3;ivm1471;
0;ivm1472;
1;ivm1473;
0;ivm1474;
0;ivm1475;
0;ivm1476;
0;ivm1477;
0;ivm1478;
0;ivm1479;
2;ivm1480;
0;ivm1481;
0;ivm1482;
0;ivm1483;
0;ivm1484;
0;ivm1485;
0;ivm1486;
0;ivm1487;
0;ivm1488;
1;ivm1489;
0;ivm1490;
0;ivm1491;
0;ivm1492;
0;ivm1493;
0;ivm1494;
0;ivm1495;
0;ivm1496;
0;ivm1497;
0;ivm1498;
0;ivm1499;
0;ivm1500;
0;ivm1501;
0;ivm1502;
0;ivm1503;
0;ivm1504;
0;ivm1505;
0;ivm1506;
0;ivm1507;
0;ivm1508;
0;ivm1509;
0;ivm1510;
0;ivm1511;
0;ivm1512;
0;ivm1513;
3;ivm1514;
0;ivm1515;
0;ivm1516;
0;ivm1517;
0;ivm1518;
0;ivm1519;
0;ivm1520;
0;ivm1521;
0;ivm1522;
0;ivm1523;
0;ivm1524;
0;ivm1525;
0;ivm1526;
0;ivm1527;
0;ivm1528;
0;ivm1529;
0;ivm1530;
2;ivm1531;
18;ivm1532;
0;ivm1533;
0;ivm1534;
4;ivm1535;
0;ivm1536;
0;ivm1537;
0;ivm1538;
0;ivm1539;
0;ivm1540;
0;ivm1541;
0;ivm1542;
0;ivm1543;
0;ivm1544;
0;ivm1545;
0;ivm1546;
0;ivm1547;
0;ivm1548;
0;ivm1549;
0;ivm1550;
0;ivm1551;
0;ivm1552;
0;ivm1553;
0;ivm1554;
0;ivm1555;
0;ivm1556;
0;ivm1557;
0;ivm1558;
11;ivm1559;
0;ivm1560;
4;ivm1561;
0;ivm1562;
0;ivm1563;
0;ivm1564;
0;ivm1565;
0;ivm1566;
0;ivm1567;
0;ivm1568;
0;ivm1569;
0;ivm1570;
0;ivm1571;
0;ivm1572;
0;ivm1573;
2;ivm1574;
0;ivm1575;
0;ivm1576;
0;ivm1577;
0;ivm1578;
0;ivm1579;
0;ivm1580;
0;ivm1581;
0;ivm1582;
4;ivm1583;
2;ivm1584;
0;ivm1585;
0;ivm1586;
0;ivm1587;
0;ivm1588;
3;ivm1589;
5;ivm1590;
4;ivm1591;
0;ivm1592;
2;ivm1593;
0;ivm1594;
0;ivm1595;
0;ivm1596;
0;ivm1597;
0;ivm1598;
0;ivm1599;
0;ivm1600;
0;ivm1601;
0;ivm1602;
0;ivm1603;
0;ivm1604;
0;ivm1605;
5;ivm1606;
0;ivm1607;
0;ivm1608;
0;ivm1609;
0;ivm1610;
0;ivm1611;
0;ivm1612;
0;ivm1613;
4;ivm1614;
0;ivm1615;
0;ivm1616;
0;ivm1617;
0;ivm1618;
0;ivm1619;
0;ivm1620;
0;ivm1621;
1;ivm1622;
0;ivm1623;
0;ivm1624;
0;ivm1625;
0;ivm1626;
0;ivm1627;
0;ivm1628;
0;ivm1629;
0;ivm1630;
3;ivm1631;
8;ivm1632;
3;ivm1633;
0;ivm1634;
0;ivm1635;
0;ivm1636;
1;ivm1637;
0;ivm1638;
0;ivm1639;
0;ivm1640;
0;ivm1641;
0;ivm1642;
0;ivm1643;
0;ivm1644;
0;ivm1645;
2;ivm1646;
0;ivm1647;
0;ivm1648;
3;ivm1649;
2;ivm1650;
0;ivm1651;
0;ivm1652;
3;ivm1653;
1;ivm1654;
3;ivm1655;
2;ivm1656;
0;ivm1657;
0;ivm1658;
0;ivm1659;
0;ivm1660;
0;ivm1661;
0;ivm1662;
0;ivm1663;
0;ivm1664;
0;ivm1665;
4;ivm1666;
